movie_id,production_companies
16643,New Regency Pictures
16643,Monarchy Enterprises S.a.r.l.
16643,Atchity Entertainment International (AEI)
11468,Castle Rock Entertainment
11468,Darkwoods Productions
11468,Humble Journey Films
9689,DreamWorks SKG
557,Columbia Pictures
557,Marvel Enterprises
12227,Walt Disney Pictures
12227,Silver Screen Partners IV
12227,Hybrid Productions Inc.
10985,Revolution Studios
10985,Frontier Pictures
10985,Bedlam Pictures
2251,Regency Enterprises
2251,Fox 2000 Pictures
2251,Epsilon Motion Pictures
2251,Unfaithful Filmproduktion GmbH & Co. KG
245,Universal Pictures
1894,Lucasfilm
4012,Fuller Films
4012,Seven Arts Pictures
9026,Ealing Studios
15417,Malpaso Productions
15417,Warner Bros.
1957,Winkler Films
320,Section Eight
320,Alcon Entertainment
320,Witt/Thomas Productions
9023,DreamWorks SKG
9023,DreamWorks Animation
4614,Paramount Pictures
4614,Mace Neufeld Productions
4614,MFP Munich Film Partners GmbH & Company I. Produktions KG
4614,S.O.A.F. Productions
4614,Mel's Cite du Cinema
12277,Universal Pictures
811,Universal Pictures
811,Trumbull/Gruskoff Productions
3132,Jerry Bruckheimer Films
3132,Touchstone Pictures
3132,Stillking Films
2501,Universal Pictures
2501,"Kennedy/Marshall Company, The"
2501,Hypnotic
2501,Kalima Productions GmbH & Co. KG
2501,Stillking Films
9637,Atlas Entertainment
9637,Mosaic Media Group
9637,Warner Bros.
12100,Lion Rock Productions
12100,Metro-Goldwyn-Mayer (MGM)
17898,Paramount Pictures
17898,Famous Films (II)
11544,Walt Disney Pictures
11544,Walt Disney Feature Animation
180,DreamWorks SKG
180,Cruise/Wagner Productions
180,Amblin Entertainment
180,Twentieth Century Fox Film Corporation
180,Blue Tulip Productions
180,Ronald Shusett/Gary Goldman
180,Digital Image Associates
2022,New Line Cinema
2022,Columbia Pictures Corporation
2022,Out of the Blue... Entertainment
2022,Happy Madison Productions
11982,TriStar Pictures
21972,Twentieth Century Fox Film Corporation
21972,Josephson Entertainment
21972,NBA Entertainment
21972,Heller Highwater Productions
21972,Like Mike Productions
608,Columbia Pictures
608,Amblin Entertainment
608,Columbia Pictures Corporation
608,Parkes+MacDonald Image Nation
6278,The Zanuck Company
6278,Spyglass Entertainment
6278,World 2000 Entertainment
6278,Touchstone Pictures
6278,Tripod Entertainment
4147,DreamWorks SKG
4147,The Zanuck Company
4147,Twentieth Century Fox Film Corporation
11442,Dimension Films
1364,Alicia Produce S L
1364,StudioCanal
1364,Televisión Española TVE
1364,Canal+ España
1364,Sociedad General de Cine (SOGECINE) S.A.
1364,Sogepaq
8869,Village Roadshow Pictures
8869,NPV Entertainment
8869,Centropolis Entertainment
8869,Electric Entertainment
8869,Warner Bros.
8665,Paramount Pictures
8665,Intermedia Films
8665,National Geographic Society
8665,New Regency Pictures
8665,Palomar Pictures (II)
8665,First Light Production
10996,Columbia Pictures
10996,Sony Pictures Entertainment
818,New Line Cinema
818,Eric's Boy
818,Team Todd
818,Moving Pictures
818,Gratitude International
6404,Gaumont
6404,Werner Herzog Filmproduktion
6404,Zweites Deutsches Fernsehen (ZDF)
8764,Paramount Pictures
2675,"Kennedy/Marshall Company, The"
2675,Touchstone Pictures
2675,Blinding Edge Pictures
9488,Dimension Films
9962,Fox Searchlight Pictures
9962,Hungry Eye Lowland Pictures B.V.
9962,Flan de Coco Films
9573,Malpaso Productions
9573,Warner Bros.
7451,Columbia Pictures
7451,Original Film
7451,Revolution Studios
2750,United Artists
2750,Revolution Films
2750,The Film Consortium
2750,Baby Cow Productions
2750,UK Film Council
2750,Pathé
2750,Film4
11484,Algonquin
11692,Village Roadshow Pictures
11692,Castle Rock Entertainment
11692,NPV Entertainment
11692,Mel's Cite du Cinema
9266,Imagine Entertainment
9266,Mikona Productions GmbH & Co. KG
9266,Universal Pictures
9266,Shutt/Jones Productions
9357,Fox Searchlight Pictures
9357,Catch 23 Entertainment
9296,New Line Cinema
9296,Niccol Films
15070,Miramax Films
15070,Amen Ra Films
10323,Metro-Goldwyn-Mayer (MGM)
10323,Peerford Ltd.
9595,Twentieth Century Fox Film Corporation
10859,Touchstone Pictures
10859,Silver Screen Partners II
9544,Milagro Films
9544,Franchise Pictures
9544,DoRo Fiction Film
9544,Signature Pictures
9544,ApolloMedia Distribution
9544,"Carousel Picture Company, The"
9544,Luxembourg Film Fund
9544,Filmyard Underwaterdeco
15516,Lobster Enterprises
15516,Sean S. Cunningham Films
15516,The Night Co.
9299,Sogepaq
9299,Las Producciones del Escorpión S.L.
10611,Metro-Goldwyn-Mayer (MGM)
4108,TF1 Films Productions
4108,Current Entertainment
4108,Canal+
4108,EuropaCorp
12262,Blood Relations Co.
5506,The Rank Organisation
5506,Ealing Studios
575,Senator Film Produktion
575,Fanes Film
575,Seven Pictures
575,Typhoon
9093,Paramount Pictures
9093,Miramax Films
9093,Marty Katz Productions
9093,Jaffilms Inc.
9093,Dune Films
9093,Belhaven Limited
9039,Senator Film Produktion
9039,Propaganda Films
9039,Colombia Pictures
1958,France 2 Cinéma
1958,Fidélité Productions
1958,Le Studio Canal+
1958,Centre National de la Cinématographie
1958,Gimages 5
1958,Mars Films
11013,Slough Pond
11013,double A Films
129,Studio Ghibli
11529,Touchstone Pictures
10771,DreamWorks SKG
10771,Parkes+MacDonald Image Nation
10771,Blue Train Productions
2110,Canal Plus
2110,TF1 Films Productions
2110,Tobis
2110,Destiny
2110,EuropaCorp
9533,Universal Pictures
9533,Metro-Goldwyn-Mayer (MGM)
11868,Hammer Film Productions
10772,B.R.C. Produzione S.r.l.
10772,Tecisa
12590,Dimension Films
12590,Protozoa Pictures
1809,Kingsgate Films
13768,Walt Disney Pictures
10994,Pandora Filmproduktion
10994,John Wells Productions
10994,Gaylord Films
10994,Warner Bros.
10994,Oleandor Productions
8051,Columbia Pictures
8051,New Line Cinema
8051,Ghoulardi Film Company
1613,Film Council
1613,Alliance Atlantis Communications
1613,The Film Consortium
1613,Focus Films
1613,Momentum Films
1613,National Lottery
1613,Canadian Film or Video Production Tax Credit (CPTC)
1613,Artists Production Group (APG)
1613,Fifty First Films
565,DreamWorks SKG
565,BenderSpink
565,Parkes+MacDonald Image Nation
16646,Ministry of Culture of the Russian Federation
16646,"Hermitage Bridge Studio, The"
16646,State Hermitage Museum
12477,Bandai Visual
12477,Studio Ghibli
12477,Shinchosha Company
10285,New Line Cinema
10285,Sean S. Cunningham Films
11009,Paramount Pictures
11009,Robert Stigwood Organization (RSO)
11644,Cinema 77
6399,Take 1 Productions
24740,American Cinema Productions
11646,The Australian Film Commission
11646,R & R Films
9645,Village Roadshow Pictures
9645,NPV Entertainment
9645,Dark Castle Entertainment
9645,Warner Bros.
9645,Ghost Ship Films Pty. Ltd.
1360,Miramax Films
1360,Lions Gate Films
1360,Ventanarosa Productions
1360,Handprint Entertainment
12208,Columbia Pictures Corporation
12208,Famous Artists Productions
8427,Columbia Pictures Corporation
9021,Walt Disney Pictures
9021,Outlaw Productions
9021,Boxing Cat Films
9280,Epsilon Motion Pictures
9280,Quinta Communications
65,Imagine Entertainment
65,Mikona Productions GmbH & Co. KG
10712,Clear Blue Sky Productions
672,1492 Pictures
672,Heyday films
672,Warner Bros.
11880,Carousel Picture Company
11880,The Noel Gay Motion Picture Company
11880,Kismet Entertainment Group
11880,The Victor Film Company
11880,Luxembourg Film Fund
13888,Columbia Pictures Corporation
13888,Price Entertainment
9538,AVCO Embassy Pictures
9538,Canadian Film Development Corporation (CFDC)
9538,Filmplan
9538,Victor Solnicki Productions
9317,Les Films Christian Fechner
11524,Mann/Caan Productions
36669,Eon Productions
10426,New Line Cinema
64,Vía Digital
64,Good Machine
64,El Deseo S.A.
64,Antena 3 Televisión
13376,Columbia Pictures
13376,Happy Madison Productions
13376,Meatball Animation
2103,Twentieth Century Fox Film Corporation
2103,Lightstorm Entertainment
9016,Walt Disney Pictures
9016,Walt Disney Feature Animation
25239,Cinemagic Pictures
14433,Diamond Films
9932,Village Roadshow Pictures
9932,NPV Entertainment
9932,Warner Bros.
9932,Tribeca Productions
9932,Baltimore Spring Creek Pictures
9932,Face Productions
2757,Beverly Detroit
2757,Propaganda Films
2757,Clinica Estetico
2757,Intermedia
2757,Good Machine
2757,Magnet Productions
7299,Dimension Films
7299,Blue Tulip Productions
17360,Paramount
17360,Lorimar
171,Gaumont
171,Gaumont International
171,Production Marcel Dassault
13497,Fox 2000 Pictures
11852,Happy Madison Productions
11852,Touchstone Pictures
7303,Red Om Films
201,Paramount Pictures
2755,New Line Cinema
2755,Avery Pix
121,WingNut Films
121,New Line Cinema
121,The Saul Zaentz Company
1429,40 Acres & A Mule Filmworks
1429,Touchstone Pictures
13435,Fox Searchlight Pictures
13435,Mundy Lane Entertainment
3131,Miramax Films
3131,Initial Entertainment Group (IEG)
3131,Alberto Grimaldi Productions
2642,Village Roadshow Pictures
2642,Castle Rock Entertainment
2642,NPV Entertainment
2642,Fortis Films
11022,Paramount Pictures
11022,Lions Gate Films
11022,Cruise/Wagner Productions
11317,Columbia Pictures
11317,Imagine Films Entertainment
4032,Columbia Pictures
4032,Imagine Entertainment
8392,Studio Ghibli
8392,Nibariki
8392,Tokuma Japan Communications Co. Ltd.
16938,Film Funding Ltd. of Canada
16938,Canadian Film Development Corporation (CFDC)
16938,Vision IV
16938,Famous Players
16938,August Films
640,Kemp Company
640,Splendid Pictures
640,Parkes/MacDonald Productions
10599,Miramax Films
10599,Cecchi Gori Group
10599,Buena Vista International
1574,Miramax Films
1574,Producers Circle
1574,Storyline Entertainment
590,Paramount Pictures
590,Miramax Films
590,Scott Rudin Productions
423,Bac Films
423,Canal+Polska
423,Heritage Films
423,Studio Babelsberg
423,Agencja Produkcji Filmowej
423,Beverly Detroit
423,FilmFernsehFonds Bayern
423,Filmboard Berlin-Brandenburg (FBB)
423,Mainstream S.A.
423,R.P. Productions
423,StudioCanal
423,Filmförderungsanstalt (FFA)
423,Canal+
423,Interscope Communications
423,Telewizja Polska (TVP)
423,Runteam
262,Twentieth Century Fox Film Corporation
262,Embassy International Pictures
4912,Miramax Films
4912,Allied Filmmakers
4912,Mad Chance
12090,Twentieth Century Fox Film Corporation
12090,Robert Simonds Productions
12090,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
10628,Castle Rock Entertainment
10628,Jerry Bruckheimer Films
10628,Warner Bros.
11078,Columbia Pictures
598,O2 Filmes
598,VideoFilmes
598,Wild Bunch
598,Globo filmes
598,Lumiere
598,Hank Levine Film
598,Lereby Productions
8073,Orsay Films
5968,Orion Pictures
10727,Village Roadshow Pictures
10727,Revolution Studios
10727,Distant Corners Entertainment Group Inc.
10727,Blue Star Productions
10727,Morningstar Films
9358,New Line Cinema
9358,Zide-Perry Productions
1647,Birnbaum / Barber Productions
10894,A Loopy Production LLC
10894,2 Loop Films
10724,Malpaso Productions
10150,Topcraft
10150,Rankin/Bass Productions
10150,Incorporated Television Company
14645,Films A2
14645,Trinacra Films
14645,Les Films du Splendid
29702,Sigma Cinematografica Roma
9919,Paramount Pictures
6038,Spyglass Entertainment
6038,Touchstone Pictures
6038,Birnbaum / Barber Productions
6038,Jackie Chan Films Limited
6038,All Knight Productions
9480,Twentieth Century Fox Film Corporation
9480,Regency Enterprises
9480,Epsilon Motion Pictures
9480,New Regency Pictures
9480,Marvel Enterprises
14873,Walt Disney Pictures
14873,Walt Disney Television Animation
14873,Walt Disney Animation Australia
14873,DisneyToon Studios
12139,Hughes Entertainment
12139,Warner Bros. Family Entertainment
12139,Warner Bros.
991,British Lion Films
11615,Mikona Productions GmbH & Co. KG
11615,Universal Pictures
11615,Intermedia Films
11615,Saturn Films
11615,Dirty Hands Productions
11635,DreamWorks SKG
11635,The Montecito Picture Company
10623,Silver Pictures
10623,Warner Bros.
9613,Téléfilm Canada
9613,Capitol Films
9613,Canadian Film or Video Production Tax Credit (CPTC)
9613,Metropolitan Films
9613,Grosvenor Park Productions
9613,Odeon Films
9613,Catherine Bailey Ltd.
9613,Artists Independent Network
10678,Hyde Park Films
10678,Touchstone Pictures
9567,Columbia Pictures
9567,Revolution Studios
9567,Cheyenne Enterprises
9567,Michael Lobell Productions
979,Eskwad
979,StudioCanal
979,Wild Bunch
979,Les Cinémas de la Zone
979,Nord-Ouest Productions
979,Canal+
979,120 Films
455,Fox Searchlight Pictures
455,Kintop Pictures
455,Filmförderung Hamburg
455,UK Film Council
10632,Lakeshore Entertainment
10632,Alphaville Films
12079,Muse Productions
12079,Brink Films
12079,Silver Nitrate
11571,Twentieth Century Fox Film Corporation
11571,Cooga Mooga
11571,Joseph M. Schenck Enterprises
2671,Kadokawa Shoten Publishing Co. Ltd.
2671,Omega Project
9557,Motion Picture Corporation of America
9557,Artisan Entertainment
6171,Village Roadshow Pictures
6171,Castle Rock Entertainment
6171,NPV Entertainment
6171,Kasdan Pictures
6171,WV Films II
11523,Miramax Films
10782,Intermedia Films
10782,Krane Entertainment
9341,Paramount Pictures
9341,David Foster Productions
9341,Horsepower Films
9341,LivePlanet
9341,Core Productions
9341,Munich Film Partners New Century & Company (MFP) Core Productions
10735,DiNovi Pictures
10735,Gerber Pictures
10735,Gaylord Films
10735,Warner Bros.
10735,Sloane Square Films
10735,HSI Tomorrow Film
12516,Warner Bros.
1675,Les Films du Carrosse
1675,PECF
1675,Produzione Intercontinentale Cinematografica (PIC)
17057,Columbia Pictures Corporation
17057,Santana Pictures Corporation
8409,New Line Cinema
8409,Newman/Tooley Films
8409,Joseph Nittolo Entertainment
8409,"""DIA"" Productions GmbH & Co. KG"
1817,Fox 2000 Pictures
11299,Bandai Visual Company
11299,TriStar Pictures
11299,Destination Films
11299,Sunrise
11299,Emotion
11299,Bones
9506,Columbia Pictures
9506,Revolution Studios
9506,Happy Madison Productions
2662,Lionsgate
2662,Spectacle Entertainment Group
12093,Det Danske Filminstitut
12093,Memfis Film
12093,Film i Väst
11817,Metro-Goldwyn-Mayer (MGM)
8326,Walt Disney Pictures
8326,Chicago Pacific Entertainment
8326,Walden Media
8326,Phoenix Pictures
994,ABC Pictures
10514,Universal Pictures
1714,Anglo Enterprises
1714,Vineyard Film Ltd.
10743,Cinerenta Medienbeteiligungs KG
10743,Lionsgate
10743,Ignite Entertainment
2832,Konrad Pictures
2832,Columbia Pictures Corporation
18736,Walt Disney Pictures
18736,Teen Life Productions
36658,Twentieth Century Fox Film Corporation
36658,Donners' Company
36658,Bad Hat Harry Productions
36658,Marvel Enterprises
36658,XM2 Productions
36658,XF2 Canada Productions
10708,Columbia Pictures
10708,Revolution Studios
10708,Davis Entertainment
10515,Studio Ghibli
604,Village Roadshow Pictures
604,NPV Entertainment
604,Heineken Branded Entertainment
604,Silver Pictures
604,Warner Bros.
10720,Regency Enterprises
10720,Fox 2000 Pictures
10720,Epsilon Motion Pictures
10720,Mediastream Dritte Film
10720,Jinks/Cohen Company
1555,Mate Producciones S.A.
310,Universal Pictures
310,Spyglass Entertainment
310,Shady Acres Entertainment
310,Pit Bull Productions
12,Pixar Animation Studios
9654,De Line Pictures
9654,Working Title Films
9902,Summit Entertainment
9902,Newmarket Capital Group
9902,Regency Enterprises
9902,Constantin Film Produktion
9902,Stan Winston Studio
9902,Media Cooperation One
9902,DCP Wrong Turn Productions
584,Mikona Productions GmbH & Co. KG
584,Universal Pictures
584,Original Film
584,Ardustry Entertainment
1088,South Pacific Pictures
11890,Touchstone Pictures
11890,Silver Screen Partners IV
11890,Joseph S. Vecchio Entertainment
11916,Universal Pictures
11916,Malpaso Productions
11916,Sanen Productions
8092,Warner Bros.
8092,Knickerbocker Films
290,Twentieth Century Fox Film Corporation
290,Working Title Films
290,Circle Films
14817,Paramount Pictures
14817,Nickelodeon Movies
10152,New Line Cinema
11375,Columbia Pictures
11375,Revolution Studios
170,DNA Films
170,British Film Council
9471,Columbia Pictures
9471,Wonderland Sound and Vision
9471,Tall Trees Productions
9471,Flower Films (II)
11482,Marianne Productions
1927,Universal Pictures
1927,Good Machine
1927,Valhalla Motion Pictures
1927,Marvel Enterprises
10327,Type A Films
10327,Marc Platt Productions
10327,Metro-Goldwyn-Mayer (MGM)
14411,DreamWorks Animation
296,Columbia Pictures
296,Intermedia Films
296,Warner Bros.
296,C-2 Pictures
296,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
296,Mostow/Lieberman Productions
302,France 2 Cinéma
302,Canal Plus
302,Fidélité Productions
302,Gimages
302,FOZ
302,Headforce Ltd.
22,Walt Disney Pictures
22,Jerry Bruckheimer Films
8698,Twentieth Century Fox Film Corporation
8698,JD Productions
8698,International Production Company
8698,Angry Films
8698,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
8961,Columbia Pictures Corporation
8961,Don Simpson/Jerry Bruckheimer Films
9486,Universal Pictures
9486,StudioCanal
3472,Miramax Films
3472,BBC Films
3472,Celador Productions
3472,Jonescompany Productions
11894,Hughes Entertainment
11894,Warner Bros.
1996,Paramount Pictures
1996,Toho-Towa
1996,Mutual Film Company
1996,Lawrence Gordon Productions
1996,British Broadcasting Corporation (BBC)
1996,October Pictures
1996,Eidos Interactive
4464,Universal Pictures
4464,Spyglass Entertainment
4464,The Kennedy/Marshall Company
4464,DreamWorks Pictures
4464,Touchstone Pictures
12279,Dimension Films
8273,Universal Pictures
8273,Zide-Perry Productions
8273,LivePlanet
8273,Loumolo & Co.
8046,City Light Films
8046,Revolution Studios
8046,Casey Silver Productions
8094,Film Council
8094,Scottish Screen
8094,Bórd Scannán na hÉireann
10330,Walt Disney Pictures
10330,Gunn Films
10330,Casual Friday Productions
9257,Original Film
9257,Columbia Pictures Corporation
9257,Camelot Pictures
9257,Chris Lee Productions
9257,Illusion Entertainment
6466,New Line Cinema
6466,Cecchi Gori Group Tiger Cinematografica
6466,Avery Pix
6466,Sean S. Cunningham Films
6466,Crystal Lake Entertainment
6466,WTC Productions
6466,Yannix Technology Corporation
2055,Tig Productions
2055,Touchstone Pictures
2055,Beacon Pictures
2055,Cobalt Media Group
11770,Star Overseas
11770,Universe Entertainment
14926,GreeneStreet Films
14926,Metro-Goldwyn-Mayer (MGM)
10923,Splendid Pictures
10923,Maverick Films
10923,Metro-Goldwyn-Mayer (MGM)
10923,Dylan Sellers Productions
10923,Madacy Entertainment
11206,Warner Bros.
18148,Shôchiku Eiga
636,American Zoetrope
636,Warner Bros.
11898,Ealing Studios
9362,Universal Pictures
9362,No Frills Film Production
19542,The Archers
19542,Independent Producers
936,United Artists
936,Mirisch G-E Productions
12268,United Artists
12268,Amjo Productions
10999,Twentieth Century Fox Film Corporation
10999,SLM Production Group
10999,Silver Pictures
4593,Greenwich Film Productions
3782,Toho Company
10610,Living Films
10610,Emperor Multimedia Group (EMG)
10610,Golden Port Productions Ltd.
2830,Dimension Films
11351,United Artists
11351,American Zoetrope
11351,Myriad Pictures
11351,Jeepers Creepers II
11547,Lions Gate Films
11547,Tonic Films
11547,Down Home Entertainment
11547,Cabin Pictures
11547,Black Sky Entertainment
11547,Deer Path Films
7270,Saturn Films
7270,Scott Free Productions
7270,Rickshaw Productions
7270,Warner Bros.
7270,LivePlanet
7270,ImageMovers
7270,HorsePower Entertainment
1428,Columbia Pictures Corporation
1428,Dimension Films
1428,Troublemaker Studios
153,American Zoetrope
33320,Bandai Visual Company
33320,Madhouse
33320,WoWow
33320,Kadokawa Shoten Publishing Co.
33320,Genco
33320,Chiyoko Commitee
11293,Paramount Pictures
11293,Saticoy Productions
11293,The Directors Company
8408,Dead Films
8408,Laurel Entertainment
8408,Toei
2687,Regency Enterprises
2687,Alcor Films
2687,Canal+
2687,Warner Bros.
2687,Cornelius Productions
28942,Canadian Film Development Corporation (CFDC)
28942,Victor Solnicki Productions
28942,Elgin International Films
10739,DreamWorks SKG
10739,Granada Film Productions
10739,Perdido Prod.
10739,Canal+
12767,Touchstone Pictures
13156,New Line Cinema
277,Lakeshore Entertainment
277,Laurinfilm
277,Subterranean Productions LLC
277,Subterranean Productions UK Ltd.
277,Underworld Produktions GmbH
9707,MGM
9707,Silver Sphere Corporation
7288,Miramax Films
7288,Flower Films
10159,Columbia Pictures
10159,Universal Pictures
10159,Strike Entertainment
10159,WWE Studios
10159,Misher Films
10159,IM3 Entertainment
10934,Timnick Films
10934,Blue Gardenia Productions
10934,Touchstone Pictures
10934,Tatiale Films
9662,Sony Pictures Classics
9662,Production Champion
9662,Vivi Film
837,Universal Pictures
837,Famous Players Ltd
837,Guardian Trust Company
837,Filmplan International II
821,United Artists
821,Roxlom Films
776,La Nouvelle Edition Francaise
16563,Metro-Goldwyn-Mayer (MGM)
891,Wildwood Enterprises
891,Warner Bros.
11806,Universal Pictures
11806,Northern Lights Entertainment
10438,Universal Pictures
10438,Northern Lights Entertainment
650,Columbia Pictures Corporation
9874,Cannon Group
9874,Golan-Globus
9874,Warner Bros.
29161,DACFILM Rome
4543,Universal Pictures
4543,Celandine Films
4543,The Monty Python Partnership
11046,Metro-Goldwyn-Mayer (MGM)
11046,Winkast Film Productions
11046,Jerry Gershwin Productions
11046,Elliott Kastner Productions
7442,Twentieth Century Fox Film Corporation
6723,Malpaso Productions
6723,Warner Bros.
25237,Mosfilm
25237,Belarusfilm
9871,Copperheart Entertainment
11364,Paramount Pictures
14282,Madhouse
2116,Original Film
2116,Monarch Pictures
2116,Metro-Goldwyn-Mayer (MGM)
1584,Paramount Pictures
1584,Scott Rudin Productions
1584,Nickelodeon Movies
1584,NEW Century
1584,MFP Munich Film Partners GmbH & Company I. Produktions KG
1584,Sor Productions
2056,Next Wednesday Productions
2056,SenArt Films
322,Village Roadshow Pictures
322,Malpaso Productions
322,NPV Entertainment
322,Warner Bros.
11059,Boll Kino Beteiligungs GmbH & Co. KG
11059,Brightlight Pictures
11059,Herold Productions
11059,Mindfire Entertainment
11775,Imagine Entertainment
11775,Universal Pictures
11775,Mike Zoss Productions
11775,Alphaville Productions
24,Miramax Films
24,A Band Apart
24,Super Cool ManChu
11329,Regency Enterprises
11329,Epsilon Motion Pictures
11329,New Regency Pictures
9373,New Line Cinema
9373,Next Entertainment
9373,Platinum Dunes
9373,Focus Features
9373,Radar Pictures
9373,Chainsaw Productions LLC
9839,Mandalay Pictures
9839,CP Medien AG
9839,Camelot Pictures
9839,Networxx - Film Management
9839,Mel's Cite du Cinema
13920,Revolution Studios
13920,Tollin/Robbins Productions
4256,Dimension Films
4256,Brad Grey Pictures
10009,Walt Disney Feature Animation
1807,HBO Films
1807,Fearmakers Studios
10536,Paramount Pictures
10536,Oakhurst Productions
20312,Fireworks Pictures
10389,Mediacorp Raintree Pictures
10389,Applause Pictures
11657,Les Films Corona
11657,Euro International Film (EIA)
11657,Selenia Cinematografica
10922,Miramax Films
10922,Lakeshore Entertainment
10922,Cinerenta Medienbeteiligungs KG
10922,Stone Village Pictures
10922,Cinepsilon
13537,Lions Gate Films
13537,Cruise/Wagner Productions
13537,Baumgarten Merims Productions
605,Village Roadshow Pictures
605,NPV Entertainment
605,Silver Pictures
605,Warner Bros.
10719,New Line Cinema
10719,Gold/Miller Productions
10719,Guy Walks into a Bar Productions
508,Universal Pictures
508,DNA Films
508,StudioCanal
508,Working Title Films
11846,Sandollar Productions
11846,Touchstone Pictures
10715,Lonely Film Productions GmbH & Co. KG.
10715,Warner Bros. Animation
10715,Warner Bros.
10715,Goldmann Pictures
10715,Baltimore Spring Creek Productions
10715,Warner Bros. Feature Animation
8619,Universal Pictures
8619,Twentieth Century Fox Film Corporation
8619,Samuel Goldwyn Films
8619,Miramax
12146,Columbia Pictures
12146,Imagine Entertainment
12146,Revolution Studios
12146,Daniel Ostroff Productions
10588,Imagine Entertainment
10588,DreamWorks SKG
10588,Universal Pictures
4970,Columbia Pictures Corporation
4970,Dark Castle Entertainment
4970,Warner Bros.
470,This Is That Productions
470,Y Productions
470,Mediana Productions Filmgesellschaft
10147,Columbia Pictures
10147,Triptych Pictures
10147,Dimension Films (US version)
10756,Walt Disney Pictures
10756,Gunn Films
10756,Doom Buggy Productions
9562,Paramount Pictures
9562,Donners' Company
9562,Mutual Film Company
9562,Cobalt Media Group
9562,Artists Production Group (APG)
9556,Universal Pictures
9556,Renaissance Pictures
10234,Wega Film
10952,Warner Bros.
10952,"Jackson/McHenry Company,The"
10952,Jacmac Films
860,United Artists
860,Sherwood Productions
780,Société générale des films
234,Decla Film Gesellschaft Holz & Co.
11002,Warner Bros.
11002,Edgar Rice Burroughs Inc.
5143,Orion Pictures
11384,Universal Pictures
11384,The Badham-Cohen Group
8010,Lamb Bear Entertainment
10407,Universal Pictures
10407,Imagine Films Entertainment
9292,TriStar Pictures
9292,Silver Pictures
11850,United Artists
11850,Solofilm
951,Imagine Entertainment
951,Universal Pictures
9319,Geffen Pictures
9319,Silver Pictures
9319,Warner Bros.
1643,United Artists
1643,Les Productions Artistes Associés
1643,Produzioni Europee Associati (PEA)
2007,Universal Pictures
10995,Renn Productions
10995,films A2
10995,Timothy Burrill Productions
10995,Grai Phang Film Studio
3112,United Artists
3112,The Criterion Collection
10413,Columbia Pictures
1825,Cannon Group
1825,Golan-Globus
1825,Warner Bros.
10538,Warner Bros.
11092,Mirage Enterprises
11092,Warner Bros.
3176,Nippon Shuppan Hanbai (Nippan) K.K.
3176,GAGA
3176,WoWow
3176,AM Associates
3176,Kobi Co.
3176,MF Pictures
5336,United Artists
5336,Les Productions Artistes Associés
5336,Produzioni Europee Associati (PEA)
5336,The Criterion Collection
11509,Columbia Pictures
10021,Universal Pictures
11634,Det Danske Filminstitut
11634,Memfis Film
11634,Film i Väst
14746,Universal Pictures
11824,Wolfkill
9846,United Artists
9846,SLM Production Group
9846,New Century Productions
1626,Pathé Consortium Cinéma
1626,Les Films de la Pléiade
1626,The Criterion Collection
483,Samuel Goldwyn
10166,Lorimar Film Entertainment
10166,Jim Henson Productions
6069,Kennedy Miller Productions
6069,The Guber-Peters Company
6069,Warner Bros.
11676,Touchstone Pictures
12545,Universal Pictures
2000,Werner Herzog Filmproduktion
2000,Hessischer Rundfunk (HR)
648,Discina
618,Epoch Film Co.
4024,Silver Films
4024,Cormoran Films
4024,Argos Films
4024,Cineriz
4024,Terra Film
4024,Cinétel
995,United Artists
1594,United Artists
1594,Mirisch Films Limited
916,Solar Productions
916,Warner Brothers/Seven Arts
11610,Paramount Pictures
7857,PECF
7857,F.C. Produzioni
79,Beijing New Picture Film Co. Ltd.
79,China Film Co-Production Corporation
81,Topcraft
11821,Warner Bros.
10023,Universal Pictures
11519,Columbia Pictures
11519,Universal Pictures
11519,A-Team
20126,Rizzoli Films
20126,Seda Spettacoli
827,Véra Films
827,Janus Films
827,Filmsonor
11811,Trimark Pictures
2742,Téléfilm Canada
2742,Film Trustees Ltd.
2742,Naked Lunch Productions
2742,Recorded Picture Company (RPC)
2742,Ontario Film Development Corporation
2742,Nippon Film Development and Finance
2742,"Pierson, Heldring & Pierson N.V."
37719,Metro-Goldwyn-Mayer (MGM)
10028,Universal Pictures
10028,Marc Platt Productions
10028,NuAmerica Entertainment
616,Cruise/Wagner Productions
616,Warner Bros.
616,Radar Pictures
616,"Bedford Falls Company, The"
587,Columbia Pictures
587,The Zanuck Company
587,Jinks/Cohen Company
587,Tim Burton Productions
6964,Columbia Pictures Corporation
6964,Waverly Films
6964,Warner Bros.
1792,Twentieth Century Fox Film Corporation
1792,Conundrum Entertainment
3635,Wild Bear Films
3635,Archer Street Productions
3635,Delux Productions
122,WingNut Films
122,New Line Cinema
11820,Columbia Pictures
11820,Revolution Studios
11093,DreamWorks SKG
11093,Cobalt Media Group
11093,Bisgrove Entertainment
504,Newmarket Films
11007,Twentieth Century Fox Film Corporation
11007,Robert Simonds Productions
2289,Miramax Films
2289,Mirage Enterprises
2289,Castel Film Romania
2289,Bona Fide Productions
2289,Cattleya
9620,Paramount Pictures
9620,DreamWorks SKG
9620,Davis Entertainment
