movie_id,keywords
795,suicide
795,angel
795,life and death
795,desperation
795,operation
795,heaven
795,faith
795,afterlife
795,los angeles
795,interspecies romance
9469,prison
9469,father son relationship
9469,homicide
9469,begnadigung
9469,release from prison
9469,forgiveness
9469,college
9469,basketball
9469,independent film
9449,dwarves
9449,household
9449,lawyer
9449,little people
9449,child's point of view
9449,real estate
10622,journalist
10622,martial arts
10622,cook
10622,drug dealer
10216,washington d.c.
10216,telepathy
10216,dna
10216,mercenary
10216,transformation
10216,quarantine
10216,hybrid
10216,on the run
10216,serial killer
10216,mind reading
10216,cloning
10216,los angeles
10216,astronaut
10216,killing spree
10216,virus
10216,alien dna
9448,bungee-jump
9448,dark comedy
9448,cigarette smoking
9448,slow motion
9448,video store
9448,subtitled scene
9448,kosher
9448,stealing a car
9448,movie poster
9448,night vision goggles
9448,suitcase full of money
4415,falsely accused
4415,prisoner
4415,blackmail
4415,french revolution
4415,motherly love
8656,usa president
8656,nasa
8656,metereologist
8656,space mission
8656,comet
8656,natural disaster
8656,tsunami
8656,astronomer
8656,astronaut
8656,woman director
8656,disaster movie
929,secret
929,atomic bomb
929,intelligence
929,missile
929,destroy
929,boat accident
929,flowerpot
929,atomic bomb test
929,u.s. army
929,egg
929,godzilla
929,pregnancy
929,kaiju
929,animal horror
1878,gonzo journalist
1878,sweaty face
1878,fake identity
1878,wedding chapel
1878,grapefruit
1878,cadillac convertible
1878,gibberish
1878,corvette stingray
1878,police convention
1965,jealousy
1965,blackmail
1965,artist
1965,planned murder
1965,extramarital affair
6068,overleven
6068,family guy
15037,alcohol
15037,regret
15037,homophobia
15037,radio
15037,cheerleader
15037,love letter
15037,college
15037,graduation
15037,groupie
15037,costume
15037,nerd
15037,high school
15037,party
15037,friends
15037,dating
15037,break-up
15037,rock band
15037,pop music
15037,american football player
15037,infatuation
15037,washed up star
15037,unlikely friendship
15037,social outcast
15037,woman director
15037,jocks
15037,having fun
15037,revenge plot
21334,brother sister relationship
21334,class
21334,foot race
10674,homeland
10674,musical
10674,training
10674,daughter
10674,cricket
10674,princess
10674,dragon
10674,luck
846,bomb
846,helicopter
846,secret
846,obsession
846,extraterrestrial technology
846,fbi
846,space marine
846,mutation
846,secret society
846,secret organization
846,secret lab
846,x-files
846,government
3050,talking to animals
3050,woman director
1389,journalist
1389,bedroom
1389,purse
1389,trunk
1389,elmore leonard
11020,trip
11020,australia
11020,orphanage
11020,girls' boarding school
11020,hanging rock
11020,based on true story
11020,suspense
11020,thriller
9464,prison
9464,gambling
9464,compulsive gambling
95,saving the world
95,paris
95,moon
95,cataclysm
95,asteroid
95,self sacrifice
95,nasa
95,space marine
95,loss of father
95,daughter
95,space
95,wedding
95,astronaut
95,eiffel tower paris
95,duringcreditsstinger
95,disaster movie
95,space centre
944,lapd
944,house on fire
944,revolver
11551,defense industry
11551,toy shop
11551,technical toy
11551,soldier
11551,prototype
11551,killer toys
11551,toy comes to life
473,hacker
473,mathematician
473,helix
473,headache
473,chaos theory
473,migraine
473,mathematics
473,insanity
473,genius
544,surgeon
544,stalker
544,romantic comedy
544,dream girl
544,taboo
544,screwball comedy
544,frisbee
544,troubadour
544,gross out comedy
544,intellectual disability
10513,california
10513,stewardess
10513,fog
10513,tombstone
10513,flashlight
10513,plan
10513,resurrection
10513,alien
10513,zombie
10513,alien invasion
10513,wooden
10513,washington monument
10513,ghoul
10513,odor
10513,grave digger
10513,siren
143,germany
143,disillusion
143,world war i
143,army
143,boot camp
143,battlefield
143,steel helmet
143,combat
143,warfare
143,trenches
143,young soldier
143,battlefield trauma
28580,desperation
28580,weekend
28580,delirium
28580,addiction
28580,alcoholism
28580,writer
28580,alcoholic
28580,bats
28580,suicidal thoughts
28580,low self esteem
28580,film noir
28580,paranoid
887,usa
887,post traumatic stress  disorder
887,war veteran
887,world war ii
887,rehabilitation
887,bodily disabled person
11426,hawaii
11426,harassment
11426,pearl harbor
11426,bombing
11426,military life
11426,army base
654,murder
654,suspense
654,union
654,dock
654,longshoreman
654,pigeon
1725,slum
1725,street gang
1725,love at first sight
1725,showdown
1725,puerto rican
1725,immigrant
1725,highway
1725,forbidden love
1725,musical
1725,rivalry
1725,feud
1725,interracial relationship
1725,based on play or musical
1725,sondheim
1725,attempted rape
1725,policeman
1725,obsessive love
1725,lifting female in air
1725,young love
1725,modern day adaptation
1725,shakespeare in modern dress
10633,southern usa
10633,black people
10633,small town
10633,police chief
10633,suspect
10633,racist
10633,african american
10633,false accusations
10633,police station
10633,racial tension
17917,pickpocket
17917,musical
17917,victorian england
17917,orphan
3116,shower
1051,police brutality
1051,marseille
1051,night life
1051,attempted murder
1051,drug dealer
1051,drug mule
1051,gangster boss
1051,drug smuggle
1051,undercover agent
1051,hijacking of train
1051,herion
1366,underdog
1366,philadelphia
1366,transporter
1366,italo-american
1366,fight
1366,love of one's life
1366,publicity
1366,boxer
1366,independence
1366,boxing match
1366,training
1366,lovers
1366,surprise
1366,world champion
1366,amateur
1366,victory
12102,wife husband relationship
12102,custody battle
12102,marriage
12102,falling from height
12102,divorce
12102,family
12102,couple
12102,selfishness
12102,"manhattan, new york city"
12102,child custody
12102,blood on face
12102,abandonment
16619,post traumatic stress  disorder
16619,depression
16619,suicide attempt
16619,grief
16619,dysfunctional family
16619,guilt
16619,death of son
16619,grieving
9443,underdog
9443,scotland
9443,jewry
9443,patriotism
9443,olympic games
9443,jew
9443,olympian sports team
9443,ambition
11050,loss of husband
11050,cancer
11050,mother daughter relationship
11050,single mother
11050,neighbor neighbor relationship
606,skab under tv
606,bagved
606,Øverste hylde
746,buddhism
746,japan
746,suicide
746,china
746,suicide attempt
746,war crimes
746,becoming an adult
746,isolation
746,war on drugs
746,revolution
746,emperor
746,arranged marriage
746,manchuria
746,dynasty
746,reeducation camp
746,cultural revolution
746,human experimentation
746,war
746,coup d'etat
746,teacher
746,beijing
746,decadence
746,communism
380,individual
380,mentally disabled
380,autism
380,loss of father
380,yuppie
380,car dealer
380,egocentrism
380,travel
380,convertible
380,psychiatrist
380,duringcreditsstinger
380,savant
403,individual
403,black people
403,chauffeur
403,atlanta
403,widow
403,anti semitism
403,jewish
403,african american
403,car
403,old age
11485,prison
11485,pickpocket
11485,jinx
11485,bad luck
11485,wedding
13820,california
13820,cocaine
13820,future
13820,punk
13820,theory
13820,music
13820,police
13820,cult
13820,rocker
13820,ufo
13820,surrealism
13820,alien
13820,independent film
13820,conspiracy
13820,torture
13820,scientist
13820,violence
13820,killer
13820,cult film
13820,repossession
13597,maze
13597,castle
13597,puppet
13597,surrealism
13597,labyrinth
13597,fantasy world
13597,goblin
2108,high school
2108,tardy hall
2108,teenager
2108,detention
10014,gay
10014,dancing
10014,fire
10014,diary
10014,nightmare
10014,haunted house
10014,transformation
10014,supernatural
10014,high school
10014,party
10014,possession
10014,premonition
10014,spontaneous combustion
10014,bdsm
10014,school bus
10014,disfigurement
10014,sleepwalking
10014,dreams
10072,group therapy
10072,nightmare
10072,hypnosis
10072,trapped
10072,alcoholic
10072,mental illness
10072,catholicism
10072,disfigurement
10072,sleepwalking
10072,mental hospital
10072,psychotherapist
10072,dreams
10131,martial arts
10131,nightmare
10131,supernatural
10131,high school
10131,resurrection
10131,sequel
10131,diner
10131,alcoholic
10131,disfigurement
10131,dreams
10160,nun
10160,baby
10160,monster
10160,asylum
10160,nightmare
10160,supernatural
10160,resurrection
10160,vision
10160,torture
10160,pregnancy
10160,birth
10160,disfigurement
10160,fetus
10160,womb
10160,dreams
11284,amnesia
11284,nightmare
11284,alternate dimension
11284,psychologist
11284,memory loss
11284,youth
11284,killer
11284,disfigurement
11284,duringcreditsstinger
11284,woman director
11284,halfway house
11284,dreams
11284,memories
4488,drowning
4488,lake
4488,cabin
4488,cult
4488,revenge
4488,murder
4488,camp
4488,slasher
4488,fear
4488,summer
4488,teenager
4488,maniac
4488,counselor
4488,desire
4488,axe in the head
9725,camping
9725,summer camp
9725,gore
9725,slasher
9725,b horror
9725,brisbane queensland
9728,lake
9728,summer camp
9728,murder
9728,serial killer
9728,slasher
9728,summer
9728,jason voorhees
9728,one by one
9728,friday the thirteenth
9730,lake
9730,resurrection
9730,morgue
9730,serial killer
9730,jason vorhees
9730,hitchhike
9731,mask
9731,psychology
9731,serial killer
9731,hospital
9731,teenager
9731,series of murders
10225,lightning
10225,cemetery
10225,mask
10225,slasher
10225,jason vorhees
10281,lake
10281,mask
10281,telekinesis
10281,psychopath
10281,slasher
10281,teenager
10281,psychiatrist
10281,jason vorhees
10283,new york
10283,boat
10283,mask
10283,psychopath
10283,high school
10283,sewerage
10283,times square
10283,serial killer
10283,teenager
10283,jason vorhees
948,female nudity
948,nudity
948,mask
948,babysitter
948,halloween
948,police
948,psychopathic killer
948,independent film
948,stalking
948,serial killer
948,marijuana
948,masked killer
948,blood
948,pot smoking
948,slasher
948,murderer
948,throat slitting
948,maniac
948,violence
948,killing spree
948,family
948,cult film
948,evil
948,psychotic
948,smoking pot
948,institution
948,escaped killer
11281,sheriff
11281,mask
11281,halloween
11281,michael myers
10676,commercial
10676,factory
10676,gas station
10676,curfew
10676,mask
10676,halloween
10676,hospital
10676,doctor
10676,death
10676,surveillance camera
10676,stonehenge
11357,sheriff
11357,scissors
11357,ambulance
11357,halloween
11357,twist
11357,knife
11357,sequel
11357,murder
11357,serial killer
11357,masked killer
11357,blood
11357,niece
11357,evil
11357,michael myers
11357,october
11361,sheriff
11361,barn
11361,black
11361,sequel
11361,boogeyman
11361,masked killer
11361,slasher
11361,youth
11361,psychiatrist
11361,killer
11361,kitten
11361,scythe
11361,heroine
11361,pitchfork
11361,psychotronic
11361,michael myers
10585,gun
10585,birthday
10585,voodoo
10585,toy
10585,stalker
10585,murder
10585,blood
10585,slasher
10585,explosion
10585,killer
10585,doll
10585,evil
10585,toy comes to life
10585,ginger
11186,faithlessness
11186,puppet
11186,killer toys
11186,toy comes to life
11187,recruit
11187,puppet
11187,killer doll
11187,serial killer
11187,military academy
11187,killer toys
11187,toy comes to life
11187,war games
609,parent child relationship
609,medium
609,ghostbuster
609,poltergeist
609,haunted house
609,dying and death
609,family relationships
609,good vs evil
609,paranormal phenomena
609,power of goodness
609,haunted
11133,monster
11133,poltergeist
11133,supernatural powers
11133,family secrets
10306,chicago
10306,religion and supernatural
10306,supernatural powers
10306,devil
10306,demon
9552,exorcism
9552,holy water
9552,religion and supernatural
9552,vomit
9552,christian
9552,possession
9552,profanity
9552,priest
9552,ouija board
9552,satan
9552,paranormal phenomena
9552,girl
9552,demon
9552,strong language
9552,disturbed child
9552,crisis of faith
9552,sfx
11586,exorcism
11586,examination
11586,pact with the devil
11586,possession
11586,priest
11586,devil
11586,demonic possession
11586,locust
11587,death penalty
11587,suspicion of murder
11587,exorcism
11587,doomed man
11587,investigation
11587,priest
11587,psychiatric hospital
11587,series of murders
11587,missing person
941,self-destruction
941,los angeles
941,police detective
941,ex soldier
941,buddy cop
941,lapd
941,homicide detective
941,christmas
941,death of wife
941,recklessness
942,gang
942,police detective
942,buddy cop
942,diplomatic immunity
942,loss of girlfriend
942,lapd
943,rookie cop
943,dog biscuit
943,shooting practice
943,sitting on a toilet
943,judo throw
943,police psychologist
943,buddy cop
943,firing range
943,aftercreditsstinger
927,holiday
927,monster
927,small town
927,department store
927,bars and restaurants
927,human animal relationship
927,pet
927,sunlight
927,chain saw
927,salesperson
927,midnight
927,fur
927,banking
927,puppet
927,skunk
927,kids and family
927,gremlin
927,ymca
928,new york
928,monster
928,skyscraper
928,mutant
928,restaurant
928,human animal relationship
928,mutation
928,tv station
928,dying and death
928,water
928,research station
928,fur
928,bat
928,current
928,electric shock
928,cleverness
928,gremlin
928,cowardliness
9340,gunfight
9340,urination
9340,hidden
9340,reference to liberace
9340,group vomit
9340,exercise machine
9340,water slide
9340,housing
9340,foreclosure
9340,walking the plank
9340,lost treasure
9340,lifting male in air
9342,california
9342,spy
9342,hero
9342,horseback riding
9342,sword fight
9342,revenge
12101,paranoia
12101,dystopia
12101,overpopulation
12101,near future
19,man vs machine
19,underground world
19,inventor
19,metropolis
19,worker
19,future
19,machine town
19,work
19,class society
19,dystopia
19,tower of babel
19,delirium
19,chase scene
19,mad scientist
19,prophet
19,robot
19,destruction
19,silent film
19,depravity
19,masterpiece
19,downtrodden
19,saviour
165,skateboarding
165,flying car
165,car race
165,delorean
165,lightning
165,almanac
165,inventor
165,time travel
165,sequel
165,diner
165,alternate history
165,teenager
165,electric guitar
165,walking cane
165,high school dance
165,hoverboard
165,video phone
196,railroad robber
196,california
196,delorean
196,indian territory
196,sports car
196,inventor
196,locomotive
196,saloon
196,horseback riding
196,time travel
196,outlaw
196,sequel
196,mad scientist
196,native american
196,western
196,shootout
196,gunfight
196,train
196,wild west
196,cavalry
551,life and death
551,prostitute
551,new year's eve
551,sea
551,brother sister relationship
551,wife husband relationship
551,wave
551,shipwreck
551,cruise
551,seaquake
551,ship
551,faith
551,travel
551,disaster
551,capsized ship
551,disaster film
551,disaster movie
3170,forest
3170,coming of age
3170,best friend
3170,loss of loved one
346,japan
346,samurai
346,peasant
346,looting
346,rice
346,fencing
346,village
346,moral ambiguity
346,battle
346,practice
346,16th century
859,lovesickness
859,sexuality
859,cheating
859,cynic
859,ladykiller
859,fiancé
859,arranged marriage
859,passion
859,seduction
859,love letter
859,boredom
859,courtly life
859,french revolution
859,lover
859,plan
859,praise
859,gender roles
841,prophecy
841,witch
841,monster
841,telepathy
841,atomic bomb
841,space marine
841,emperor
841,mutation
841,insurgence
841,space travel
841,guild
841,duke
841,water
841,chosen one
841,dystopia
841,jihad
841,spice
841,war
841,messiah
841,denunciation
11051,christianity
11051,traitor
11051,jesus christ
11051,roman
11051,crucifixion
11051,longing
11051,moral conflict
11051,cross
11051,blasphemy
11051,temptation
11051,mary magdalene
242,italy
242,christianity
242,new york
242,assassination
242,italo-american
242,vatican
242,pope
242,confession
242,helicopter
242,daughter
242,lawyer
9769,jealousy
9769,secret
9769,blackmail
9769,professor
9769,lolita
9769,nudity
9769,seduction
9769,police
9769,road trip
9769,love
9769,murder
9769,teacher
9769,teenager
9769,lust
9769,desire
9769,illness
9769,underage
9769,voyeurism
9769,flirtation
9769,virginity
9424,suicide
9424,sex
9424,island
9424,nightmare
9424,chase
9424,police
9424,insanity
9424,high school
9424,control
9424,mind control
9424,murder
9424,teacher
9424,student
9424,brainwashing
9424,teenager
9424,rage
9424,behavior
857,war crimes
857,self sacrifice
857,war veteran
857,world war ii
857,war ship
857,airplane
857,bravery
857,normandy
857,parachute
857,troops
857,waffen ss
857,omaha beach
857,army
857,cowardice
857,american flag
857,war memorial
857,deserted town
857,military
857,1940s
10957,sword
10957,pig
9570,killer robot
9570,space marine
9570,ghost ship
9570,black hole
11164,competition
11164,adversary
11164,sport
11164,ice hockey
11164,hockey player
11164,hockey coach
11164,youth
10122,artificial intelligence
10122,farewell
10122,homesickness
10122,nasa
10122,extraterrestrial technology
10122,flying saucer
10122,time travel
10122,adventure
10122,alien
10122,kids and family
10122,dog
9994,london england
9994,detective
9994,queen
9994,sherlock holmes
9994,cartoon mouse
10439,witch
10439,halloween
10439,salem
10439,trick or treating
10439,spellcasting
11158,becoming an adult
11158,inventor
11158,infant
11158,family
9354,inventor
9354,ant
9354,shrinking
9354,riesen insekten
9354,biene
9354,neighbor
9631,corruption
9631,hostage
9631,pension
9631,innocence
9631,police
9631,hostage-taking
9631,murder
9631,suspense
9631,conspiracy
9631,bullet wound
9631,negotiator
9820,matchmaking
9820,divorced
9820,twins separated at birth
9820,woman director
14013,stadium
14013,invention
14013,sport
14013,mascot
14013,party
14013,friends
14013,athlete
14013,money
14013,business
14013,tequila
14013,driveway
14013,sportscaster
10849,new york
10849,cinema
10849,great depression
10849,falling in love
10849,movie star
10849,spectacle
678,detective
678,small town
678,gas station
678,deaf-mute
678,suppressed past
678,femme fatale
678,partner
678,deception
678,briefcase
678,gangster
678,double cross
678,classic noir
678,tax evasion
678,framed for murder
678,film noir
907,love triangle
907,nurse
907,suicide attempt
907,loss of family
907,world war i
907,russian revolution 1917
907,forbidden love
907,step parents
907,daughter
907,epic
5961,brother sister relationship
5961,sweden
5961,loss of child
5961,loss of father
5961,bishop
5961,dying and death
5961,funeral
5961,child prodigy
11974,paranoia
11974,garbage
11974,psychopath
11974,vacation
11974,dark comedy
11974,neighbor
11974,suburbia
11974,serial killer
11974,slasher
11974,chainsaw
11974,murderer
11974,old dark house
11974,pig mask
11974,new neighbor
11974,axe murder
11974,dream sequence
11974,dark humor
11974,psycho
11974,neighborhood
11974,madman
11974,lunatic
793,small town
793,ear
793,suspense
793,independent film
793,policeman
793,ear cut off
9325,indian lead
9325,narration
9325,human animal relationship
9325,musical
9325,feral child
9325,jungle
9325,talking animal
9325,anthropomorphism
9325,orphan
9325,disney
9325,animal lead
9325,walt disney
10340,cat
10340,spaghetti
10340,lover (female)
10340,love of one's life
10340,kiss
10340,animation
10340,dog
10144,sea
10144,fireworks
10144,prince
10144,kingdom
10144,daughter
10144,mermaid
10144,princess
10144,animation
10144,spell
10144,true love
10144,bargain
10414,sports team
10414,sport
10414,ice hockey
10414,hockey game
10414,winning
10414,feel-good ending
10414,the big game
10437,holiday
10437,future
10437,musical
10437,past
10437,scrooge
10437,christmas carol
10437,charles dickens
10437,christmas
12230,puppy
12230,animation
12230,dog
12230,dalmatian
10693,flying
10693,brother sister relationship
10693,becoming an adult
10693,magic
10693,fairy
10693,child hero
10693,bravery
10693,pirate gang
10693,mermaid
10693,animation
10693,pirate
10693,native peoples
11335,baby
11335,blackmail
11335,supernatural powers
11335,based on cartoon
11335,sailor
11335,spinach
11335,abandoned baby
11135,diamant
11135,kidnapping
11135,mouse
11135,alligator
11135,baby-snatching
11135,eagle
11135,australia
11135,waterfall
11135,poacher
11135,nest
11135,australian outback
11319,kidnapping
11319,mouse
11319,baby-snatching
11319,bottle
11319,rescue
11319,animation
11319,energy
11319,rescue mission
11319,mole
11319,car
11319,hole
11319,tide
15969,middle east
15969,musical
15969,sequel
15969,revenge
15969,magical object
15969,animal
15969,aftercreditsstinger
15969,aladdin
13155,wizard of oz
10249,superhero
10249,los angeles
10249,flying man
10249,pilot hero
10249,nazi collaborator
10249,1980s
10882,sleep
10882,magic
10882,prince
10882,castle
10882,fairy tale
10882,kingdom
10882,musical
10882,kiss
10882,princess
10882,sleeping beauty
10882,animation
10882,knight
10882,dragon
10882,dungeon
10882,based on fairy tale
10882,fairies
2619,bachelor
2619,mermaid
97,video game
97,hacker
97,virtual reality
97,dystopia
97,computer
97,science fiction
11675,california
11675,new identity
11675,halloween
11675,witness protection
11675,brother
11675,sister
11675,boarding school
11675,school party
11675,uncle
11675,masked killer
11675,underage drinking
11675,principal
11675,violence
11675,death
11675,evil
11675,michael myers
11675,seventeen
6471,wild comedy
6471,blow
6471,neominstrelsy
6471,phone book
6471,sharecropper
6471,tennis court
9442,nostalgia
9442,parody
9442,movie reference
9442,black and white
9442,cult film
9442,private detective
9442,neo-noir
9442,1940s
11591,brain
11591,just married
11591,marriage contract
11591,wedding
11591,brain surgeon
227,street gang
227,children's home
227,coming of age
227,gang
227,juvenile delinquent
227,based on young adult novel
87,riddle
87,treasure
87,heart
87,skeleton
87,treasure hunt
87,torture
87,violence
87,monkey
87,cult film
87,archaeologist
87,thuggee
87,conveyor belt
87,mine car
87,rope bridge
87,belching
87,child driving a car
87,eating brains
87,splits
87,indiana jones
87,archeology 
123,elves
123,dwarves
123,hobbit
123,mission
9314,vatican
9314,fascism
9314,totalitarian regime
9314,dystopia
9314,big brother
9314,brainwashing
9314,orwellian
11336,coma
11336,sheriff
11336,based on novel
11336,sacrifice
11336,suspense
11336,psychopathic killer
11336,premonition
11336,independent film
11336,vision
11336,doctor
11336,car accident
11336,series of murders
11336,psychic
11336,dark hero
11336,gothic
11336,madness
11336,flashback
9980,man vs machine
9980,gas station
9980,roadhouse
9980,apparats and technics
9980,siege
9980,lorry
9980,comet
9980,automation
9980,truck
9980,arcade
9980,exploding truck
9980,exploding gasoline station
10657,sheriff
10657,based on novel
10657,small town
10657,strangeness
10657,manipulation
10657,pain
10657,malice
10657,prank
10657,devil
10657,desire
10657,occult
10489,based on novel
10489,cadillac
10489,st. bernard's dog
10489,dam
10489,cult favorite
10489,corpse
10489,singing in a car
10489,rabies
10489,rabid dog
10489,rabbit hole
10489,mad dog
10823,small town
10823,sacrifice
10823,children gang
10823,human sacrifice
10823,paganism
10823,evil preacher
10823,preacher
10823,cornfield
10823,religious cult
10823,killer child
10823,stephen king
11497,new orleans
11497,heaven
11497,german shepherd
11497,second chance
2907,dead wish
2907,vampire
2907,black humor
2907,uncle
2907,eccentric
2907,werewolf
2907,macabre
2907,loan shark
2907,accountant
9454,france
9454,gypsy
9454,child abuse
9454,slavery
9454,leonardo da vinci
9454,prince
9454,fairy tale
9454,royalty
9454,orphan
9454,evil stepmother
9454,step siblings
9454,16th century
9454,brigands
9454,classism
9454,bandits
9454,commoner
9454,emotional abuse
8688,casino
8688,political activism
8688,boxer
8688,mission of murder
8688,boxing match
8688,suspense
8688,police officer
8688,witness to murder
396,alcohol
396,adultery
396,professor
396,fantasy
396,married couple
396,son
396,guest
396,based on play or musical
396,cult classic
14367,blues
14367,unfaithful boyfriend
14367,one night
14367,playboy magazine
14367,suburbanite
14367,short sightedness
14367,chop shop
14367,homeless man
14367,stitches
14367, expressway
14367,carrying someone
14367,tow truck driver
14367,frat party
14367,criminal gang
14367,hanging from a rooftop
14367,held hostage
14367,auto theft
14367,norse mythology
11814,nerd
11814,biker
11814,teenager
11814,morphing
11814,male fantasy
15171,spider
15171,musical
15171,talking animal
15171,drying self with towel
15171,animal human communication
15171,spiderweb
15171,sentimental
15171,talking pig
11837,gore
11837,animation
11837,violence
11837,rabbit
11837,runt
11837,river crossing
11837,adult animation
11704,secret
11704,mouse
11704,owl
11704,widow
11704,crow
11704,illness
11639,liberation
11639,castle
11639,mythical creature
11639,mission
11639,fantasy world
11639,crystal
4978,new york
4978,cat
4978,immigration
4978,russia
4978,mouse
4978,american dream
4978,jew
4978,cossack
4978,hanukah
4978,pogrom
10380,sheriff
10380,indian territory
10380,mouse
10380,family
11976,gump
15144,birthday
15144,nerd
15144,crush
15144,farce
15144,teenager
15144,exchange student
11522,record store
11522,lovesickness
11522,class
11522,love
11522,crush
11522,outcast
11522,teenage crush
11522,slumber party
11522,relationship
11522,family
11522,school life
11522,origin
11557,friendship
11557,secret admirer
11557,post college
11415,vietnam war
11415,haunted house
11415,author
8393,africa
8393,airplane
8393,botswana
8393,god
8393,tribe
8393,mockumentary
8393,desert
8393,kalahari
8393,bushman
8393,aeroplane
8393,tribal
9320,london england
9320,weather manipulation
9320,wretch
10692,chicago
10692,prostitute
10692,rape
10692,sadistic
10692,nudity
10692,sister
10692,psychopath
10692,murder
10692,video camera
10692,serial killer
10692,true
10692,blood
10692,extreme violence
10692,killing spree
10692,incest
10692,cult film
10692,murderer duo
805,anti-christ
805,contemporary setting
805,laundry
805,occult
805,demonic possession
805,satanic cult
805,lucky charm
805,woman in jeopardy
805,eating disorder
805,catholic priest
34584,based on novel
34584,fictional place
34584,wolf
34584,mythology
34584,magic
34584,horse
34584,book
34584,fairy tale
34584,bully
34584,school
34584,talking animal
34584,reading
34584,book store
34584,fantasy world
34584,giant
34584,gnome
34584,quest
34636,book
34636,sequel
34636,reading
36647,suicide
36647,hero
36647,vampire
36647,bite
36647,fistfight
36647,supernatural
36647,vampire hunter
36647,superhero
36647,rivalry
36647,tragic hero
36647,good vs evil
36647,one man army
36647,extreme violence
36647,martial arts master
36647,scientist
36647,violence
36647,disarming someone
36647,blade
36647,machine gun
36647,english subtitles in original
36647,hypodermic needle
36647,microscope
36647,secret headquarters
36647,bullet dodging
36647,bullet time
36647,kicked in the groin
36647,x rayed skeleton
36647,mouth guard
36647,escapade
36647,imaginary
36647,deadly
36647,master warrior
36647,supernatural ability
36647,fang vamp
4011,minister
4011,giant snake
4011,skeleton
4011,calypso
4011,arts
4011,afterlife
4011,child bride
4011,possession
4011,surrealism
4011,teenage girl
4011,ghost
1580,planned murder
1580,banquet
1580,victim of murder
1580,footlocker
1580,strangle
1580,rope
1580,suspense
1580,based on play or musical
1580,long take
573,london england
573,rape
573,police
573,suspense
573,serial killer
5780,cold war
5780,east germany
506,philadelphia
506,post traumatic stress  disorder
506,prostitute
506,rape
506,horse race
506,sexual abuse
506,in love with enemy
506,suicide attempt
506,clerk
506,blackmail
506,sexual frustration
506,lie
506,horseback riding
506,women's sexual identity
506,new identity
506,kleptomania
506,baltimore
506,horse
506,frigidity
506,honeymoon
506,fetish
506,riding accident
506,cruise
506,psychology
506,self-defense
506,fetishism
506,chase
506,suspense
506,cowardliness
22527,robbery
22527,musician
22527,innocence
22527,insurance
574,london england
574,assassination
574,scotland yard
574,bus
574,morocco
574,paranoia
574,british
574,suspense
574,american
574,physician
574,frenchman
574,inter cultural
574,cymbals
11219,small town
11219,chase
11219,wife
11219,leave
11219,murder
11219,suspense
11219,female corpse
845,perfect crime
845,obsession
845,island
845,carousel 
845,train ride
845,psychopath
845,lighter
845,murder
845,cheating wife
845,strangulation
845,amusement park
845,husband wife estrangement
845,woman with glasses
845,chance meeting
845,film noir
845,cocktail party
845,fiancée
845,storm drain
845,tennis match
845,tennis pro
3682,new york
3682,sex
3682,nightclub
3682,money
3682,drug
3682,disco
847,prophecy
847,falsely accused
847,baby
847,monster
847,hero
847,queen
847,traitor
847,magic
847,fantasy
847,castle
847,sorcerer's apprentice
847,black magic
847,aggression by animal
847,mission
117,white suit
117,al capone
117,tough cop
117,treasury agent
117,untouchable
117,tax evasion
117,jury tampering
117,rule of law
117,rooftop chase
117,cutting face while shaving
117,1930s
13321,sea
13321,journalist
13321,boat
13321,world war ii
13321,german
13321,survivor
13321,u boat
13321,lifeboat
13321,steward
13321,radio operator
21734,california
21734,detective
21734,bank
21734,telegram
21734,suspect
21734,widow
21734,murder
21734,murderer
21734,visit
21734,film noir
11462,poison
11462,telegram
11462,honeymoon
11462,kiss
11462,investigation
11462,suspense
11462,money
11462,murderer
11462,loan
940,secret agent
940,concussion
940,flowerpot
940,search for witnesses
940,conspiracy
940,train
940,old lady
940,missing person
940,magician
940,adulterous couple
10220,gambling
10220,law
10220,compulsive gambling
10220,roulette
10220,gain
431,riddle
431,autism
431,claustrophobia
431,maze
431,prime number
431,entrapment
431,mathematics
431,murder
431,escape
431,violence
431,numbers
431,canuxploitation
12626,journalist
12626,journalism
12626,workaholic
12626,news broadcast
12626,television
12626,moderator
3525,love triangle
3525,clerk
3525,business
3525,new york city
2028,england
2028,seattle
2028,daughter
2028,high school
2028,kickboxer
10699,identity
10699,custody battle
10699,jinx
10699,reporter
10699,ex-wife
10699,lost shoe
11597,brother brother relationship
11597,loss of brother
11597,loss of father
11597,toy
11597,company
11597,uncle
11597,toy shop
11597,technical toy
11597,inheritance
5971,prison
5971,prisoner
5971,independent film
881,suicide
881,underdog
881,suspicion of murder
881,court case
881,navy
881,law
881,dying and death
881,guantanamo bay
881,marine corps
881,military court
881,code red
881,command
881,military base
881,u.s. navy
881,sexism
881,right and justice
881,based on play or musical
881,court martial
881,flashback
881,platoon leader
881,military law
4478,gambling
4478,adultery
4478,love of one's life
4478,shortage of money
4478,millionaire
2109,two man army
2109,consul
2109,crime lord
2109,art treasures
2109,reference to chelsea clinton
2109,roses are red poem
2109,duringcreditsstinger
8195,paris
8195,france
8195,arms deal
8195,mercenary
8195,audi
8195,impostor
8195,case
8195,violence
8195,ice skating
8195,computer expert
8195,ex kgb
8195,preparation
8195,cellular phone trace
8195,merry go round
9877,college
9877,murder
9877,urban legend
9877,slasher
9877,killer
9877,death
11071,monster
11071,new mexico
11071,radiation
11071,fbi
11071,atomic bomb
11071,mutation
